"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 97","955.4","914.6","964.5","900.6","-","4.46%"
"Oct 97","914.6","947.3","983.1","855.3","-","-3.45%"
"Sep 97","947.3","899.5","960.6","899.5","-","5.32%"
"Aug 97","899.5","954.3","964.2","893.3","-","-5.75%"
"Jul 97","954.3","885.1","957.7","884.5","-","7.81%"
"Jun 97","885.1","848.3","902.1","838.8","-","4.35%"
"May 97","848.3","801.3","851.9","793.2","-","5.86%"
"Apr 97","801.3","757.1","804.1","733.5","-","5.84%"
"Mar 97","757.1","790.8","814.9","756.1","-","-4.26%"
"Feb 97","790.8","786.2","817.7","773.4","-","0.59%"
"Jan 97","786.2","740.7","794.7","729.5","-","6.13%"
"Dec 96","740.7","757.0","761.8","716.7","-","-2.15%"
"Nov 96","757.0","705.3","762.1","701.3","-","7.34%"
"Oct 96","705.3","687.3","714.1","684.4","-","2.61%"
"Sep 96","687.3","652.0","690.9","644.0","-","5.42%"
"Aug 96","652.0","640.0","670.7","639.5","-","1.88%"
"Jul 96","640.0","670.6","675.9","605.9","-","-4.57%"
"Jun 96","670.6","669.1","680.3","658.8","-","0.23%"
"May 96","669.1","654.2","681.1","630.1","-","2.29%"
"Apr 96","654.2","645.5","656.7","624.1","-","1.34%"
"Mar 96","645.5","640.4","657.0","627.6","-","0.79%"
"Feb 96","640.4","636.0","664.2","633.7","-","0.69%"
"Jan 96","636.0","615.9","636.2","597.3","-","3.26%"
"Dec 95","615.9","605.4","622.9","605.0","-","1.74%"
"Nov 95","605.4","581.5","608.7","581.0","-","4.10%"
"Oct 95","581.5","584.4","590.7","571.5","-","-0.50%"
"Sep 95","584.4","561.9","587.6","561.0","-","4.01%"
"Aug 95","561.9","562.1","565.6","553.0","-","-0.03%"
"Jul 95","562.1","544.8","565.4","542.5","-","3.18%"
"Jun 95","544.8","533.4","551.1","526.0","-","2.13%"
"May 95","533.4","514.8","533.4","513.0","-","3.63%"
"Apr 95","514.7","500.7","515.3","500.2","-","2.80%"
"Mar 95","500.7","487.4","508.1","479.7","-","2.73%"
"Feb 95","487.4","470.4","489.2","469.3","-","3.61%"
"Jan 95","470.4","459.2","471.4","457.2","-","2.43%"
"Dec 94","459.3","453.5","462.7","442.9","-","1.23%"
"Nov 94","453.7","472.3","472.3","444.2","-","-3.95%"
"Oct 94","472.4","462.7","474.7","449.3","-","2.08%"
"Sep 94","462.7","475.5","475.5","458.5","-","-2.69%"
"Aug 94","475.5","458.3","477.6","456.1","-","3.76%"
"Jul 94","458.3","444.3","459.3","443.6","-","3.15%"
"Jun 94","444.3","456.5","463.2","439.8","-","-2.68%"
"May 94","456.5","450.9","457.8","440.8","-","1.24%"
"Apr 94","450.9","445.7","452.8","435.9","-","1.15%"
"Mar 94","445.8","467.2","471.1","436.2","-","-4.57%"
"Feb 94","467.1","481.6","482.2","464.3","-","-3.00%"
"Jan 94","481.6","466.5","482.9","464.4","-","3.25%"
"Dec 93","466.5","461.9","471.3","461.5","-","1.01%"
"Nov 93","461.8","467.8","469.1","454.4","-","-1.29%"
"Oct 93","467.8","458.9","471.1","456.4","-","1.94%"
"Sep 93","458.9","463.5","463.8","449.6","-","-1.00%"
"Aug 93","463.6","448.1","463.6","446.9","-","3.44%"
"Jul 93","448.1","450.5","451.1","441.4","-","-0.53%"
"Jun 93","450.5","450.2","455.6","442.5","-","0.08%"
"May 93","450.2","440.2","454.5","436.9","-","2.27%"
"Apr 93","440.2","451.7","452.6","432.3","-","-2.54%"
"Mar 93","451.7","443.4","456.8","441.1","-","1.87%"
"Feb 93","443.4","438.8","450.0","428.3","-","1.05%"
"Jan 93","438.8","435.7","442.7","426.9","-","0.70%"
"Dec 92","435.7","431.4","442.6","428.6","-","1.01%"
"Nov 92","431.4","418.7","431.9","415.6","-","3.03%"
"Oct 92","418.7","417.8","421.2","396.8","-","0.21%"
"Sep 92","417.8","414.0","425.3","412.7","-","0.91%"
"Aug 92","414.0","424.2","425.1","408.3","-","-2.40%"
"Jul 92","424.2","408.2","424.8","407.2","-","3.94%"
"Jun 92","408.1","415.4","417.3","399.9","-","-1.74%"
"May 92","415.4","415.0","418.8","409.9","-","0.10%"
"Apr 92","415.0","403.7","416.3","392.4","-","2.79%"
"Mar 92","403.7","412.7","413.8","401.9","-","-2.18%"
"Feb 92","412.7","408.8","418.1","406.3","-","0.96%"
"Jan 92","408.8","417.0","421.2","408.6","-","-1.99%"
"Dec 91","417.1","375.1","418.3","371.4","-","11.16%"
"Nov 91","375.2","392.5","398.2","371.6","-","-4.39%"
"Oct 91","392.5","387.9","393.8","376.1","-","1.18%"
"Sep 91","387.9","395.4","397.6","382.8","-","-1.91%"
"Aug 91","395.4","387.8","396.8","374.1","-","1.96%"
"Jul 91","387.8","371.2","387.8","370.9","-","4.49%"
"Jun 91","371.2","389.8","389.8","368.0","-","-4.79%"
"May 91","389.8","375.4","389.9","365.8","-","3.86%"
"Apr 91","375.3","375.2","391.3","370.3","-","0.03%"
"Mar 91","375.2","367.1","379.7","363.7","-","2.22%"
"Feb 91","367.1","343.9","371.0","340.4","-","6.73%"
"Jan 91","343.9","330.2","343.9","309.4","-","4.15%"
"Dec 90","330.2","322.2","334.0","322.0","-","2.48%"
"Nov 90","322.2","304.0","323.0","301.6","-","5.99%"
"Oct 90","304.0","306.1","319.7","294.5","-","-0.67%"
"Sep 90","306.0","322.6","326.5","296.0","-","-5.12%"
"Aug 90","322.6","356.1","357.4","306.2","-","-9.43%"
"Jul 90","356.1","358.0","369.8","350.1","-","-0.52%"
"Jun 90","358.0","361.3","368.8","351.2","-","-0.89%"
"May 90","361.2","330.8","362.3","330.8","-","9.20%"
"Apr 90","330.8","339.9","347.3","327.8","-","-2.69%"
"Mar 90","339.9","331.9","344.5","331.1","-","2.43%"
"Feb 90","331.9","329.1","336.1","322.1","-","0.85%"
"Jan 90","329.1","353.4","360.6","319.8","-","-6.88%"
"Dec 89","353.4","346.0","354.1","339.6","-","2.14%"
"Nov 89","346.0","340.4","346.5","330.9","-","1.65%"
"Oct 89","340.4","349.1","360.4","327.1","-","-2.52%"
"Sep 89","349.1","351.5","354.1","341.4","-","-0.65%"
"Aug 89","351.5","346.1","352.7","339.0","-","1.55%"
"Jul 89","346.1","318.0","346.1","317.3","-","8.84%"
"Jun 89","318.0","320.5","329.2","314.4","-","-0.79%"
"May 89","320.5","309.6","323.1","304.1","-","3.51%"
"Apr 89","309.6","294.9","310.5","294.4","-","5.01%"
"Mar 89","294.9","288.9","300.0","286.5","-","2.08%"
"Feb 89","288.9","297.5","300.6","286.3","-","-2.89%"
"Jan 89","297.5","277.7","297.5","273.8","-","7.11%"
"Dec 88","277.7","273.7","280.5","270.5","-","1.47%"
"Nov 88","273.7","279.0","280.4","262.9","-","-1.89%"
"Oct 88","279.0","271.9","284.0","268.8","-","2.60%"
"Sep 88","271.9","261.5","274.9","257.0","-","3.97%"
"Aug 88","261.5","272.0","274.2","256.5","-","-3.86%"
"Jul 88","272.0","273.5","276.4","262.5","-","-0.54%"
"Jun 88","273.5","262.2","276.9","262.1","-","4.33%"
"May 88","262.2","261.4","263.7","248.9","-","0.32%"
"Apr 88","261.3","258.9","272.0","254.7","-","0.94%"
"Mar 88","258.9","267.8","272.6","256.1","-","-3.33%"
"Feb 88","267.8","257.0","267.8","247.8","-","4.18%"
"Jan 88","257.1","247.1","261.8","240.2","-","4.04%"
"Dec 87","247.1","230.3","253.4","221.2","-","7.29%"
"Nov 87","230.3","251.7","257.2","225.8","-","-8.53%"
"Oct 87","251.8","321.8","328.9","216.5","-","-21.76%"
"Sep 87","321.8","329.8","332.2","308.6","-","-2.42%"
"Aug 87","329.8","318.6","337.9","314.5","-","3.50%"
"Jul 87","318.7","304.0","318.9","302.5","-","4.82%"
"Jun 87","304.0","290.1","310.3","286.9","-","4.79%"
"May 87","290.1","287.0","298.7","277.0","-","0.60%"
"Apr 87","288.4","291.6","303.6","275.7","-","-1.15%"
"Mar 87","291.7","284.2","302.7","282.3","-","2.64%"
"Feb 87","284.2","274.1","287.5","273.2","-","3.69%"
"Jan 87","274.1","242.2","281.0","242.2","-","13.18%"
"Dec 86","242.2","249.2","254.9","241.3","-","-2.83%"
"Nov 86","249.2","244.0","249.2","235.5","-","2.15%"
"Oct 86","244.0","231.3","244.5","231.3","-","5.47%"
"Sep 86","231.3","252.9","254.1","228.1","-","-8.54%"
"Aug 86","252.9","236.1","254.2","231.9","-","7.12%"
"Jul 86","236.1","250.7","253.2","233.1","-","-5.87%"
"Jun 86","250.8","246.0","251.8","238.2","-","1.41%"
"May 86","247.4","235.5","249.2","232.3","-","5.02%"
"Apr 86","235.5","238.9","245.5","226.3","-","-1.41%"
"Mar 86","238.9","226.9","240.1","222.2","-","5.28%"
"Feb 86","226.9","211.8","227.9","210.8","-","7.15%"
"Jan 86","211.8","211.3","214.6","202.6","-","0.24%"
"Dec 85","211.3","202.2","213.1","200.1","-","4.51%"
"Nov 85","202.2","189.8","203.4","189.4","-","6.51%"
"Oct 85","189.8","182.1","190.1","181.2","-","4.25%"
"Sep 85","182.1","188.6","188.8","179.4","-","-3.47%"
"Aug 85","188.6","190.9","192.2","186.1","-","-1.20%"
"Jul 85","190.9","191.9","196.1","189.3","-","-0.48%"
"Jun 85","191.9","189.6","191.9","185.0","-","1.21%"
"May 85","189.6","179.8","190.0","178.4","-","5.41%"
"Apr 85","179.8","180.7","183.6","177.9","-","-0.46%"
"Mar 85","180.7","181.2","183.9","176.5","-","-0.29%"
"Feb 85","181.2","179.6","183.9","177.8","-","0.86%"
"Jan 85","179.6","167.2","180.3","163.4","-","7.41%"
"Dec 84","167.2","163.6","169.0","161.5","-","2.24%"
"Nov 84","163.6","166.1","170.4","163.0","-","-1.51%"
"Oct 84","166.1","166.1","169.6","160.0","-","0.00%"
"Sep 84","166.1","166.7","169.6","163.1","-","-0.35%"
"Aug 84","166.7","150.7","168.8","150.7","-","10.63%"
"Jul 84","150.7","153.2","153.9","147.3","-","-1.65%"
"Jun 84","153.2","150.6","155.6","148.5","-","1.75%"
"May 84","150.6","160.1","162.1","148.7","-","-5.94%"
"Apr 84","160.1","159.2","160.7","154.1","-","0.55%"
"Mar 84","159.2","157.1","160.5","153.8","-","1.35%"
"Feb 84","157.1","163.4","164.0","152.1","-","-3.89%"
"Jan 84","163.4","164.9","169.5","162.0","-","-0.92%"
"Dec 83","164.9","166.4","166.8","161.6","-","-0.88%"
"Nov 83","166.4","163.6","168.1","161.6","-","1.74%"
"Oct 83","163.6","166.0","172.6","162.9","-","-1.52%"
"Sep 83","166.1","164.4","170.4","163.9","-","1.02%"
"Aug 83","164.4","162.3","165.9","158.5","-","1.13%"
"Jul 83","162.6","168.1","170.7","161.5","-","-3.03%"
"Jun 83","167.6","162.4","171.6","160.8","-","3.23%"
"May 83","162.4","164.4","167.0","160.3","-","-1.24%"
"Apr 83","164.4","152.9","164.4","150.2","-","7.50%"
"Mar 83","153.0","148.1","155.0","148.1","-","3.31%"
"Feb 83","148.1","145.3","150.9","141.9","-","1.90%"
"Jan 83","145.3","140.6","148.4","138.1","-","3.31%"
"Dec 82","140.6","138.6","143.7","134.8","-","1.52%"
"Nov 82","138.5","133.7","144.4","132.9","-","3.60%"
"Oct 82","133.7","120.4","140.4","120.2","-","11.04%"
"Sep 82","120.4","119.5","126.4","117.8","-","0.76%"
"Aug 82","119.5","107.7","120.3","102.2","-","11.60%"
"Jul 82","107.1","109.5","112.4","105.6","-","-2.30%"
"Jun 82","109.6","112.0","112.5","107.0","-","-2.03%"
"May 82","111.9","116.0","119.9","111.7","-","-3.92%"
"Apr 82","116.4","112.0","119.3","111.5","-","4.00%"
"Mar 82","112.0","113.1","114.8","104.5","-","-1.02%"
"Feb 82","113.1","119.8","119.8","110.0","-","-6.05%"
"Jan 82","120.4","122.6","123.7","113.6","-","-1.75%"
"Dec 81","122.6","126.3","127.3","121.0","-","-3.01%"
"Nov 81","126.3","122.3","127.0","119.1","-","3.66%"
"Oct 81","121.9","116.2","123.3","115.0","-","4.91%"
"Sep 81","116.2","122.8","124.6","110.2","-","-5.38%"
"Aug 81","122.8","130.9","135.2","122.3","-","-6.21%"
"Jul 81","130.9","130.0","131.8","126.0","-","-0.22%"
"Jun 81","131.2","132.6","135.7","128.8","-","-1.04%"
"May 81","132.6","132.8","134.9","128.8","-","-0.17%"
"Apr 81","132.8","136.0","137.7","131.6","-","-2.35%"
"Mar 81","136.0","131.3","138.4","128.6","-","3.60%"
"Feb 81","131.3","129.5","132.0","124.7","-","1.33%"
"Jan 81","129.6","135.8","140.3","128.6","-","-4.57%"
"Dec 80","135.8","140.5","140.7","125.3","-","-3.39%"
"Nov 80","140.5","127.5","142.0","127.2","-","10.24%"
"Oct 80","127.5","125.5","135.9","124.7","-","1.60%"
"Sep 80","125.5","122.4","132.2","121.8","-","2.52%"
"Aug 80","122.4","121.7","127.8","119.4","-","0.58%"
"Jul 80","121.7","114.2","123.9","113.5","-","6.50%"
"Jun 80","114.2","111.2","118.0","109.8","-","2.70%"
"May 80","111.2","106.3","112.7","103.5","-","4.66%"
"Apr 80","106.3","102.1","106.8","98.9","-","4.11%"
"Mar 80","102.1","113.7","114.3","94.2","-","-10.18%"
"Feb 80","113.7","114.2","120.2","111.3","-","-0.44%"
"Jan 80","114.2","107.9","117.2","103.3","-","5.76%"
"Dec 79","107.9","106.2","110.3","105.1","-","1.68%"
"Nov 79","106.2","101.8","107.9","99.4","-","4.26%"
"Oct 79","101.8","109.2","112.2","99.1","-","-6.86%"
"Sep 79","109.3","109.3","111.6","105.4","-","0.00%"
"Aug 79","109.3","103.8","109.8","103.1","-","5.31%"
"Jul 79","103.8","102.9","105.2","100.3","-","0.87%"
"Jun 79","102.9","99.1","103.7","98.6","-","3.87%"
"May 79","99.1","101.8","102.6","97.5","-","-2.63%"
"Apr 79","101.8","101.6","103.9","100.1","-","0.17%"
"Mar 79","101.6","96.3","103.3","96.0","-","5.52%"
"Feb 79","96.3","99.9","100.5","95.4","-","-3.65%"
"Jan 79","99.9","96.1","102.6","95.2","-","3.97%"
"Dec 78","96.1","95.0","98.6","92.6","-","1.49%"
"Nov 78","94.7","94.1","97.4","91.8","-","1.66%"
"Oct 78","93.2","102.5","106.2","91.7","-","-9.16%"
"Sep 78","102.5","103.3","108.1","100.7","-","-0.73%"
"Aug 78","103.3","100.7","106.3","99.9","-","2.59%"
"Jul 78","100.7","95.5","101.2","93.6","-","5.39%"
"Jun 78","95.5","97.2","101.8","94.0","-","-1.76%"
"May 78","97.2","96.8","100.3","94.6","-","0.42%"
"Apr 78","96.8","89.2","97.9","88.1","-","8.54%"
"Mar 78","89.2","87.0","91.3","86.4","-","2.49%"
"Feb 78","87.0","89.3","91.3","86.6","-","-2.48%"
"Jan 78","89.3","95.1","95.2","88.0","-","-6.15%"
"Dec 77","95.1","94.8","95.7","91.8","-","0.28%"
"Nov 77","94.8","92.2","97.1","90.0","-","2.70%"
"Oct 77","92.3","96.5","97.3","90.2","-","-4.34%"
"Sep 77","96.5","96.8","98.4","94.4","-","-0.25%"
"Aug 77","96.8","98.8","99.8","95.0","-","-2.10%"
"Jul 77","98.8","100.5","102.6","97.7","-","-1.62%"
"Jun 77","100.5","96.1","101.7","95.9","-","4.54%"
"May 77","96.1","98.4","100.9","95.5","-","-2.36%"
"Apr 77","98.4","98.4","102.1","96.5","-","0.00%"
"Mar 77","98.4","99.8","102.7","97.8","-","-1.40%"
"Feb 77","99.8","102.0","103.3","98.8","-","-2.17%"
"Jan 77","102.0","107.5","108.0","100.9","-","-5.05%"
"Dec 76","107.5","102.1","107.8","101.6","-","5.25%"
"Nov 76","102.1","102.9","103.8","98.2","-","-0.78%"
"Oct 76","102.9","105.2","105.8","99.2","-","-2.22%"
"Sep 76","105.2","102.9","108.7","102.6","-","2.26%"
"Aug 76","102.9","103.4","105.4","100.4","-","-0.51%"
"Jul 76","103.4","104.3","106.8","102.3","-","-0.81%"
"Jun 76","104.3","100.2","105.1","98.0","-","4.09%"
"May 76","100.2","101.6","104.0","98.3","-","-1.44%"
"Apr 76","101.6","102.8","104.6","99.6","-","-1.10%"
"Mar 76","102.8","99.7","104.4","98.2","-","3.07%"
"Feb 76","99.7","100.9","103.1","98.5","-","-1.14%"
"Jan 76","100.9","100.1","102.0","89.8","-","11.83%"
"Dec 75","90.2","91.2","91.9","86.2","-","-1.15%"
"Nov 75","91.2","89.0","92.3","87.6","-","2.47%"
"Oct 75","89.0","83.9","91.8","82.6","-","6.16%"
"Sep 75","83.9","86.9","87.4","81.6","-","-3.46%"
"Aug 75","86.9","88.8","89.0","82.2","-","-2.11%"
"Jul 75","88.8","95.2","96.6","87.7","-","-6.77%"
"Jun 75","95.2","91.3","95.8","89.3","-","4.43%"
"May 75","91.2","87.3","93.5","86.9","-","4.41%"
"Apr 75","87.3","83.4","88.8","79.7","-","4.73%"
"Mar 75","83.4","81.6","87.1","80.1","-","2.17%"
"Feb 75","81.6","77.0","83.6","76.0","-","5.99%"
"Jan 75","77.0","68.7","78.7","68.7","-","12.28%"
"Dec 74","68.6","69.8","69.8","64.1","-","-2.02%"
"Nov 74","70.0","73.9","77.4","66.8","-","-5.32%"
"Oct 74","73.9","63.5","75.9","61.0","-","16.30%"
"Sep 74","63.5","72.2","73.0","62.5","-","-11.93%"
"Aug 74","72.2","79.3","83.5","69.4","-","-9.03%"
"Jul 74","79.3","86.0","86.9","79.0","-","-7.78%"
"Jun 74","86.0","87.3","93.8","85.1","-","-1.47%"
"May 74","87.3","90.3","93.6","85.9","-","-3.36%"
"Apr 74","90.3","94.0","95.4","88.6","-","-3.91%"
"Mar 74","94.0","96.2","101.1","93.4","-","-2.33%"
"Feb 74","96.2","96.6","97.4","89.5","-","-0.36%"
"Jan 74","96.6","97.6","100.9","91.6","-","-1.00%"
"Dec 73","97.6","95.8","99.1","91.1","-","1.66%"
"Nov 73","96.0","108.3","109.2","94.9","-","-11.39%"
"Oct 73","108.3","108.4","112.8","107.1","-","-0.13%"
"Sep 73","108.4","104.3","110.4","102.1","-","4.01%"
"Aug 73","104.3","108.2","108.2","99.7","-","-3.67%"
"Jul 73","108.2","104.1","111.0","100.4","-","3.80%"
"Jun 73","104.3","104.9","109.5","101.4","-","-0.66%"
"May 73","104.9","107.0","112.3","101.4","-","-1.89%"
"Apr 73","107.0","111.5","113.7","105.4","-","-4.08%"
"Mar 73","111.5","111.7","115.6","107.4","-","-0.14%"
"Feb 73","111.7","116.0","119.0","109.8","-","-3.75%"
"Jan 73","116.0","118.1","121.7","115.0","-","-1.71%"
"Dec 72","118.1","116.7","119.8","114.6","-","1.18%"
"Nov 72","116.7","111.6","117.9","111.3","-","4.56%"
"Oct 72","111.6","110.6","112.3","106.3","-","0.93%"
"Sep 72","110.6","111.1","112.1","107.3","-","-0.49%"
"Aug 72","111.1","107.4","113.4","107.1","-","3.45%"
"Jul 72","107.4","107.1","110.3","104.4","-","0.23%"
"Jun 72","107.1","109.5","110.5","105.9","-","-2.18%"
"May 72","109.5","107.7","111.5","103.8","-","1.73%"
"Apr 72","107.7","107.2","111.1","106.2","-","0.44%"
"Mar 72","107.2","106.6","109.8","105.9","-","0.59%"
"Feb 72","106.6","103.9","107.2","103.1","-","2.53%"
"Jan 72","103.9","102.1","105.0","100.9","-","1.81%"
"Dec 71","102.1","94.0","102.2","93.9","-","8.62%"
"Nov 71","94.0","94.2","96.1","89.3","-","-0.25%"
"Oct 71","94.2","98.3","101.0","93.0","-","-4.18%"
"Sep 71","98.3","99.0","102.3","97.0","-","-0.70%"
"Aug 71","99.0","95.6","101.5","92.8","-","3.61%"
"Jul 71","95.6","99.2","101.5","95.1","-","-3.16%"
"Jun 71","98.7","99.6","102.1","96.9","-","-0.93%"
"May 71","99.6","103.9","104.4","98.7","-","-4.16%"
"Apr 71","103.9","100.3","105.6","99.6","-","3.63%"
"Mar 71","100.3","96.8","102.0","96.1","-","3.68%"
"Feb 71","96.8","95.9","99.6","94.9","-","0.91%"
"Jan 71","95.9","92.2","96.5","90.6","-","4.05%"
"Dec 70","92.2","87.2","93.0","86.1","-","5.68%"
"Nov 70","87.2","83.3","87.6","82.2","-","4.74%"
"Oct 70","83.3","84.3","87.8","82.3","-","-1.25%"
"Sep 70","84.3","81.5","85.0","79.9","-","3.41%"
"Aug 70","81.5","78.1","82.5","74.1","-","4.45%"
"Jul 70","78.1","78.1","79.0","70.7","-","7.33%"
"Jun 70","72.7","76.6","80.0","72.3","-","-5.00%"
"May 70","76.6","81.5","82.3","68.6","-","-6.10%"
"Apr 70","81.5","89.6","90.7","79.3","-","-9.05%"
"Mar 70","89.6","89.5","91.1","86.2","-","0.15%"